year,state_fips,k,u_k,earnwke_q
2019,36,19,0.74,1438.6495186371253
2019,36,20,0.78,1538.46
2019,36,21,0.82,1730.76
2019,36,22,0.86,1923.07
2019,36,23,0.9,2307.0
2019,36,24,0.94,2884.0
2019,36,25,0.98,2884.61
2019,37,1,0.02,119.65796645163465
2019,37,2,0.06,200.0
2019,37,3,0.1,300.0
2019,37,4,0.14,360.0
2019,37,5,0.18,400.0
2019,37,6,0.22,460.0
2019,37,7,0.26,500.0
2019,37,8,0.3,550.0
2019,37,9,0.34,600.0
2019,37,10,0.38,620.0
2019,37,11,0.42,673.0
2019,37,12,0.46,720.0
2019,37,13,0.5,769.0
2019,37,14,0.54,807.69
2019,37,15,0.58,880.0
2019,37,16,0.62,961.0
2019,37,17,0.66,1000.0
2019,37,18,0.7,1115.38
2019,37,19,0.74,1200.0
2019,37,20,0.78,1346.0
2019,37,21,0.82,1519.8476855893089
2019,37,22,0.86,1730.0
2019,37,23,0.9,1948.5299737915316
2019,37,24,0.94,2385.2932211476914
2019,37,25,0.98,2884.61
2019,38,1,0.02,120.0
2019,38,2,0.06,225.0
2019,38,3,0.1,300.0
2019,38,4,0.14,395.9497902280673
2019,38,5,0.18,450.0
2019,38,6,0.22,500.0
2019,38,7,0.26,559.3584823817605
2019,38,8,0.3,600.0
2019,38,9,0.34,640.0
2019,38,10,0.38,680.0
2019,38,11,0.42,728.0
2019,38,12,0.46,775.2860351715335
2019,38,13,0.5,826.92
2019,38,14,0.54,900.0
2019,38,15,0.58,960.0
2019,38,16,0.62,1000.0
2019,38,17,0.66,1057.69
2019,38,18,0.7,1153.84
2019,38,19,0.74,1250.0
2019,38,20,0.78,1346.15
2019,38,21,0.82,1458.6337115595584
2019,38,22,0.86,1619.8827822419412
2019,38,23,0.9,1865.38
2019,38,24,0.94,2115.38
2019,38,25,0.98,2884.61
2019,39,1,0.02,100.0
2019,39,2,0.06,180.0
2019,39,3,0.1,250.0
2019,39,4,0.14,324.0
2019,39,5,0.18,390.0
2019,39,6,0.22,440.0
2019,39,7,0.26,500.0
2019,39,8,0.3,557.1993716144916
2019,39,9,0.34,600.0
2019,39,10,0.38,650.0
2019,39,11,0.42,692.8858371703653
2019,39,12,0.46,750.0
2019,39,13,0.5,800.0
2019,39,14,0.54,865.0
2019,39,15,0.58,923.07
2019,39,16,0.62,1000.0
2019,39,17,0.66,1057.69
2019,39,18,0.7,1153.84
2019,39,19,0.74,1250.0
2019,39,20,0.78,1346.0
2019,39,21,0.82,1483.8119251670173
2019,39,22,0.86,1634.61
2019,39,23,0.9,1923.0
2019,39,24,0.94,2307.0
2019,39,25,0.98,2884.61
2019,40,1,0.02,99.1617735487407
2019,40,2,0.06,200.0
2019,40,3,0.1,275.0
2019,40,4,0.14,337.65540261512854
2019,40,5,0.18,384.61
2019,40,6,0.22,420.0
2019,40,7,0.26,480.0
2019,40,8,0.3,509.8169816431412
2019,40,9,0.34,560.0
2019,40,10,0.38,600.0
2019,40,11,0.42,640.0
2019,40,12,0.46,692.0
2019,40,13,0.5,738.135123898283
2019,40,14,0.54,781.8939034218225
2019,40,15,0.58,846.15
2019,40,16,0.62,920.0
2019,40,17,0.66,961.53
2019,40,18,0.7,1040.0
2019,40,19,0.74,1153.84
2019,40,20,0.78,1250.0
2019,40,21,0.82,1403.84
2019,40,22,0.86,1538.46
2019,40,23,0.9,1810.1552845805045
2019,40,24,0.94,2211.0
2019,40,25,0.98,2884.61
2019,41,1,0.02,103.05375346169643
2019,41,2,0.06,195.6825843469685
2019,41,3,0.1,276.92
2019,41,4,0.14,360.0
2019,41,5,0.18,440.0
2019,41,6,0.22,480.0
2019,41,7,0.26,520.0
2019,41,8,0.3,576.0
2019,41,9,0.34,600.0
2019,41,10,0.38,650.0
2019,41,11,0.42,703.8367530600669
2019,41,12,0.46,769.0
2019,41,13,0.5,800.0
2019,41,14,0.54,866.7470861051244
2019,41,15,0.58,939.1360445948031
2019,41,16,0.62,1000.0
2019,41,17,0.66,1115.0
2019,41,18,0.7,1200.0
2019,41,19,0.74,1307.69
2019,41,20,0.78,1434.0512294760072
2019,41,21,0.82,1538.46
2019,41,22,0.86,1800.0
2019,41,23,0.9,2057.69
2019,41,24,0.94,2500.0
2019,41,25,0.98,2884.61
2019,42,1,0.02,90.0
2019,42,2,0.06,187.45934510515545
2019,42,3,0.1,266.5598622903554
2019,42,4,0.14,346.0
2019,42,5,0.18,400.0
2019,42,6,0.22,470.0
2019,42,7,0.26,507.4807095054047
2019,42,8,0.3,560.0
2019,42,9,0.34,600.0
2019,42,10,0.38,660.0
2019,42,11,0.42,715.2430557012175
2019,42,12,0.46,769.23
2019,42,13,0.5,810.0
2019,42,14,0.54,880.0
2019,42,15,0.58,961.3525215475219
2019,42,16,0.62,1038.4542986944386
2019,42,17,0.66,1120.0
2019,42,18,0.7,1210.6016973909461
2019,42,19,0.74,1346.0
2019,42,20,0.78,1442.3
2019,42,21,0.82,1600.0
2019,42,22,0.86,1826.2898970681572
2019,42,23,0.9,2100.189582430739
2019,42,24,0.94,2500.0
2019,42,25,0.98,2884.61
2019,44,1,0.02,123.74117555227542
2019,44,2,0.06,210.0
2019,44,3,0.1,274.3992752119349
2019,44,4,0.14,350.0
2019,44,5,0.18,403.8794193688261
2019,44,6,0.22,480.0
2019,44,7,0.26,520.0
2019,44,8,0.3,600.0
2019,44,9,0.34,640.0
2019,44,10,0.38,692.3
2019,44,11,0.42,750.0
2019,44,12,0.46,800.0
2019,44,13,0.5,850.0
2019,44,14,0.54,923.07
2019,44,15,0.58,988.5534074393447
2019,44,16,0.62,1019.23
2019,44,17,0.66,1115.38
2019,44,18,0.7,1250.0
2019,44,19,0.74,1346.15
2019,44,20,0.78,1464.90932579515
2019,44,21,0.82,1600.0
2019,44,22,0.86,1750.0
2019,44,23,0.9,2000.0
2019,44,24,0.94,2498.841037646328
2019,44,25,0.98,2884.61
2019,45,1,0.02,40.4
2019,45,2,0.06,180.0
2019,45,3,0.1,269.3599540911895
2019,45,4,0.14,351.71610809250336
2019,45,5,0.18,400.0
2019,45,6,0.22,463.4343203326039
2019,45,7,0.26,500.0
2019,45,8,0.3,560.0
2019,45,9,0.34,600.0
2019,45,10,0.38,625.1204267208132
2019,45,11,0.42,673.07
2019,45,12,0.46,720.0
2019,45,13,0.5,769.0
2019,45,14,0.54,805.9314498562642
2019,45,15,0.58,865.38
2019,45,16,0.62,946.7688762413501
2019,45,17,0.66,1000.0
2019,45,18,0.7,1072.2046709669544
2019,45,19,0.74,1153.84
2019,45,20,0.78,1269.23
2019,45,21,0.82,1440.0
2019,45,22,0.86,1631.877349558417
2019,45,23,0.9,1826.92
2019,45,24,0.94,2126.8244226231923
2019,45,25,0.98,2884.3187237589445
2019,46,1,0.02,100.0
2019,46,2,0.06,198.38782803252315
2019,46,3,0.1,271.22550176190043
2019,46,4,0.14,370.0
2019,46,5,0.18,442.15634448831736
2019,46,6,0.22,486.2083329439379
2019,46,7,0.26,529.7425441622916
2019,46,8,0.3,580.0
2019,46,9,0.34,610.0
2019,46,10,0.38,660.0
2019,46,11,0.42,700.0
2019,46,12,0.46,750.0
2019,46,13,0.5,794.8895804530745
2019,46,14,0.54,840.0
2019,46,15,0.58,884.61
2019,46,16,0.62,948.0
2019,46,17,0.66,1000.0
2019,46,18,0.7,1057.69
2019,46,19,0.74,1153.84
2019,46,20,0.78,1237.569696353267
2019,46,21,0.82,1346.022790221572
2019,46,22,0.86,1482.9607784074801
2019,46,23,0.9,1724.5338747599312
2019,46,24,0.94,2047.9623723914058
2019,46,25,0.98,2884.61
2019,47,1,0.02,127.35169992574647
2019,47,2,0.06,225.0
2019,47,3,0.1,308.0303647636967
2019,47,4,0.14,370.0
2019,47,5,0.18,406.0
2019,47,6,0.22,461.4251182084805
2019,47,7,0.26,500.0
2019,47,8,0.3,550.2752017621606
2019,47,9,0.34,600.0
2019,47,10,0.38,640.0
2019,47,11,0.42,680.0
2019,47,12,0.46,720.0
2019,47,13,0.5,769.0
2019,47,14,0.54,800.0
2019,47,15,0.58,865.38
2019,47,16,0.62,924.2407116856351
2019,47,17,0.66,1000.0
2019,47,18,0.7,1057.69
2019,47,19,0.74,1153.84
2019,47,20,0.78,1250.0
2019,47,21,0.82,1346.15
2019,47,22,0.86,1500.0
2019,47,23,0.9,1730.0
2019,47,24,0.94,2115.38
2019,47,25,0.98,2884.61
2019,48,1,0.02,112.12742315517428
2019,48,2,0.06,200.0
2019,48,3,0.1,288.0
2019,48,4,0.14,350.0
2019,48,5,0.18,400.0
2019,48,6,0.22,440.0
2019,48,7,0.26,480.76
2019,48,8,0.3,530.0
2019,48,9,0.34,576.92
2019,48,10,0.38,600.0
2019,48,11,0.42,673.07
2019,48,12,0.46,724.8984130783675
2019,48,13,0.5,780.0
2019,48,14,0.54,830.76
2019,48,15,0.58,900.0
2019,48,16,0.62,961.53
2019,48,17,0.66,1038.46
2019,48,18,0.7,1153.0
2019,48,19,0.74,1250.0
2019,48,20,0.78,1350.0
2019,48,21,0.82,1500.0
2019,48,22,0.86,1711.53
2019,48,23,0.9,2000.0
2019,48,24,0.94,2500.0
2019,48,25,0.98,2884.61
2019,49,1,0.02,96.0217368890272
2019,49,2,0.06,150.0
2019,49,3,0.1,224.5659544337431
2019,49,4,0.14,276.92
2019,49,5,0.18,350.0
2019,49,6,0.22,400.0
2019,49,7,0.26,461.53
2019,49,8,0.3,507.62131716584673
2019,49,9,0.34,560.0
2019,49,10,0.38,600.0
2019,49,11,0.42,640.0
2019,49,12,0.46,682.69
2019,49,13,0.5,740.0
2019,49,14,0.54,800.0
2019,49,15,0.58,863.1871108740694
2019,49,16,0.62,923.0026076815411
2019,49,17,0.66,1000.0
2019,49,18,0.7,1076.988640145479
2019,49,19,0.74,1172.5793952475956
2019,49,20,0.78,1272.5826733916833
2019,49,21,0.82,1423.07
2019,49,22,0.86,1538.46
2019,49,23,0.9,1826.92
2019,49,24,0.94,2117.5485803451525
2019,49,25,0.98,2884.61
2019,50,1,0.02,120.0
2019,50,2,0.06,216.19686853298654
2019,50,3,0.1,300.0
2019,50,4,0.14,400.0
2019,50,5,0.18,461.3121769337896
2019,50,6,0.22,500.0
2019,50,7,0.26,559.7637773807589
2019,50,8,0.3,600.0
2019,50,9,0.34,642.6354345193196
2019,50,10,0.38,700.0
2019,50,11,0.42,760.157803477619
2019,50,12,0.46,800.0
2019,50,13,0.5,855.0
2019,50,14,0.54,900.0
2019,50,15,0.58,961.0
2019,50,16,0.62,1000.0
2019,50,17,0.66,1076.92
2019,50,18,0.7,1153.84
2019,50,19,0.74,1250.0
2019,50,20,0.78,1346.15
2019,50,21,0.82,1500.0
2019,50,22,0.86,1676.6779645749525
2019,50,23,0.9,1923.07
2019,50,24,0.94,2265.672306777487
2019,50,25,0.98,2884.61
2019,51,1,0.02,124.73745158050217
2019,51,2,0.06,215.64576579742172
2019,51,3,0.1,300.0
2019,51,4,0.14,375.0
2019,51,5,0.18,448.0
2019,51,6,0.22,500.0
2019,51,7,0.26,560.0
2019,51,8,0.3,600.0
2019,51,9,0.34,673.07
2019,51,10,0.38,730.0
2019,51,11,0.42,778.0197456168534
2019,51,12,0.46,850.0
2019,51,13,0.5,920.7429375169819
2019,51,14,0.54,1000.0
2019,51,15,0.58,1057.0
2019,51,16,0.62,1153.84
2019,51,17,0.66,1250.0
2019,51,18,0.7,1384.61
2019,51,19,0.74,1519.0
2019,51,20,0.78,1690.8034469061802
2019,51,21,0.82,1923.0
2019,51,22,0.86,2115.0
2019,51,23,0.9,2401.7219510397417
2019,51,24,0.94,2884.0
2019,51,25,0.98,2884.61
2019,53,1,0.02,136.41545161607067
2019,53,2,0.06,262.18375714686874
2019,53,3,0.1,360.0
2019,53,4,0.14,447.68973776259145
2019,53,5,0.18,490.0
2019,53,6,0.22,538.0
2019,53,7,0.26,576.92
2019,53,8,0.3,620.0
2019,53,9,0.34,680.0
2019,53,10,0.38,720.0
2019,53,11,0.42,771.4088942650548
2019,53,12,0.46,820.0
2019,53,13,0.5,900.0
2019,53,14,0.54,980.0
2019,53,15,0.58,1052.723406093856
2019,53,16,0.62,1153.0
2019,53,17,0.66,1250.0
2019,53,18,0.7,1360.0
2019,53,19,0.74,1480.76
2019,53,20,0.78,1615.38
2019,53,21,0.82,1799.971448202039
2019,53,22,0.86,1941.664189663062
2019,53,23,0.9,2211.53
2019,53,24,0.94,2692.0
2019,53,25,0.98,2884.61
2019,54,1,0.02,107.90264231089918
2019,54,2,0.06,208.0
2019,54,3,0.1,275.0
2019,54,4,0.14,333.149681115651
2019,54,5,0.18,380.0
2019,54,6,0.22,420.0
2019,54,7,0.26,461.0
2019,54,8,0.3,499.89155458450875
2019,54,9,0.34,534.0862125999085
2019,54,10,0.38,576.0
2019,54,11,0.42,604.4341116492459
2019,54,12,0.46,673.07
2019,54,13,0.5,720.0
2019,54,14,0.54,769.23
2019,54,15,0.58,800.0
2019,54,16,0.62,865.0
2019,54,17,0.66,924.7368177908047
2019,54,18,0.7,1000.0
2019,54,19,0.74,1080.0
2019,54,20,0.78,1179.9378476067661
2019,54,21,0.82,1319.4703169765432
2019,54,22,0.86,1442.3
2019,54,23,0.9,1654.4334602676572
2019,54,24,0.94,2025.0561272463717
2019,54,25,0.98,2884.61
2019,55,1,0.02,80.0
2019,55,2,0.06,177.54876411847982
2019,55,3,0.1,250.0
2019,55,4,0.14,340.0
2019,55,5,0.18,400.0
2019,55,6,0.22,480.0
2019,55,7,0.26,509.71489752924873
2019,55,8,0.3,557.2910995902895
2019,55,9,0.34,600.0
2019,55,10,0.38,653.84
2019,55,11,0.42,700.0
2019,55,12,0.46,740.0
2019,55,13,0.5,800.0
2019,55,14,0.54,860.0445035469419
2019,55,15,0.58,922.0658040017596
2019,55,16,0.62,990.0
2019,55,17,0.66,1057.69
2019,55,18,0.7,1153.0
2019,55,19,0.74,1211.53
2019,55,20,0.78,1345.458906465956
2019,55,21,0.82,1442.3
2019,55,22,0.86,1634.3716807364096
2019,55,23,0.9,1881.716415936227
2019,55,24,0.94,2192.4435009307012
2019,55,25,0.98,2884.61
2019,56,1,0.02,100.0
2019,56,2,0.06,185.31615167928254
2019,56,3,0.1,250.0
2019,56,4,0.14,320.0
2019,56,5,0.18,400.0
2019,56,6,0.22,460.0
2019,56,7,0.26,500.0
2019,56,8,0.3,558.1476552574405
2019,56,9,0.34,600.0
2019,56,10,0.38,654.7487709448181
2019,56,11,0.42,700.0
2019,56,12,0.46,760.0
2019,56,13,0.5,800.0
2019,56,14,0.54,864.8761743987784
2019,56,15,0.58,923.0
2019,56,16,0.62,1000.0
2019,56,17,0.66,1057.0
2019,56,18,0.7,1152.9104310979496
2019,56,19,0.74,1217.2852597224407
2019,56,20,0.78,1307.69
2019,56,21,0.82,1440.0
2019,56,22,0.86,1575.8558128849024
2019,56,23,0.9,1800.0
2019,56,24,0.94,2115.0524653727
2019,56,25,0.98,2884.61
